date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:00:13	1431/1431	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-597%22	https://html.awaikenthemes.com/roast/images/icon-mail.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-mail.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:13	449/449	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-1c1%22	https://html.awaikenthemes.com/roast/images/icon-location.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-location.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:14	6552/6552	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-1998%22	https://html.awaikenthemes.com/roast/images/logo.svg	C:/website/learn/html.awaikenthemes.com/roast/images/logo.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:14	97593/97593	---MCZ	200	added ('OK')	text/html	etag:W/%2217d39-62f7e3e0de70c%22	https://html.awaikenthemes.com/roast/	C:/website/learn/html.awaikenthemes.com/roast/index-2.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:14	98457/98457	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-18099%22	https://html.awaikenthemes.com/roast/index-video.html	C:/website/learn/html.awaikenthemes.com/roast/index-video.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:14	100428/100428	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-1884c%22	https://html.awaikenthemes.com/roast/index-slider.html	C:/website/learn/html.awaikenthemes.com/roast/index-slider.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:14	64769/64769	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-fd01%22	https://html.awaikenthemes.com/roast/about.html	C:/website/learn/html.awaikenthemes.com/roast/about.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:15	36684/36684	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-8f4c%22	https://html.awaikenthemes.com/roast/services.html	C:/website/learn/html.awaikenthemes.com/roast/services.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:15	72389/72389	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-11ac5%22	https://html.awaikenthemes.com/roast/menu.html	C:/website/learn/html.awaikenthemes.com/roast/menu.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:16	37103/37103	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-90ef%22	https://html.awaikenthemes.com/roast/service-single.html	C:/website/learn/html.awaikenthemes.com/roast/service-single.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:16	31725/31725	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-7bed%22	https://html.awaikenthemes.com/roast/blog.html	C:/website/learn/html.awaikenthemes.com/roast/blog.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:17	27629/27629	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-6bed%22	https://html.awaikenthemes.com/roast/blog-single.html	C:/website/learn/html.awaikenthemes.com/roast/blog-single.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:17	31443/31443	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-7ad3%22	https://html.awaikenthemes.com/roast/projects.html	C:/website/learn/html.awaikenthemes.com/roast/projects.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:19	37777/37777	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-9391%22	https://html.awaikenthemes.com/roast/project-single.html	C:/website/learn/html.awaikenthemes.com/roast/project-single.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:19	33241/33241	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-81d9%22	https://html.awaikenthemes.com/roast/team.html	C:/website/learn/html.awaikenthemes.com/roast/team.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:20	31259/31259	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-7a1b%22	https://html.awaikenthemes.com/roast/team-single.html	C:/website/learn/html.awaikenthemes.com/roast/team-single.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:20	26433/26433	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-6741%22	https://html.awaikenthemes.com/roast/image-gallery.html	C:/website/learn/html.awaikenthemes.com/roast/image-gallery.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:20	26678/26678	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-6836%22	https://html.awaikenthemes.com/roast/video-gallery.html	C:/website/learn/html.awaikenthemes.com/roast/video-gallery.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:21	49744/49744	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-c250%22	https://html.awaikenthemes.com/roast/faqs.html	C:/website/learn/html.awaikenthemes.com/roast/faqs.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:22	22405/22405	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-5785%22	https://html.awaikenthemes.com/roast/404.html	C:/website/learn/html.awaikenthemes.com/roast/404.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:22	30017/30017	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-7541%22	https://html.awaikenthemes.com/roast/contact.html	C:/website/learn/html.awaikenthemes.com/roast/contact.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:23	26336/26336	---MCZ	200	added ('OK')	text/html	etag:W/%2267c69b39-66e0%22	https://html.awaikenthemes.com/roast/book-table.html	C:/website/learn/html.awaikenthemes.com/roast/book-table.html	(from https://html.awaikenthemes.com/roast/index.html)
11:00:23	306/306	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-132%22	https://html.awaikenthemes.com/roast/images/header-sidebar-btn.svg	C:/website/learn/html.awaikenthemes.com/roast/images/header-sidebar-btn.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:23	312/312	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-138%22	https://html.awaikenthemes.com/roast/images/asterisk-icon.svg	C:/website/learn/html.awaikenthemes.com/roast/images/asterisk-icon.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:23	6904/6904	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-1af8%22	https://html.awaikenthemes.com/roast/images/icon-about-body-item-1.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-about-body-item-1.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:24	2743/2743	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-ab7%22	https://html.awaikenthemes.com/roast/images/icon-about-body-item-2.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-about-body-item-2.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:24	2743/2743	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-ab7%22	https://html.awaikenthemes.com/roast/images/icon-why-choose-1.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-why-choose-1.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:24	4059/4059	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-fdb%22	https://html.awaikenthemes.com/roast/images/icon-why-choose-2.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-why-choose-2.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:25	56696/56696	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-dd78%22	https://html.awaikenthemes.com/roast/images/about-us-image.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/about-us-image.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:25	6165/6165	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-1815%22	https://html.awaikenthemes.com/roast/images/icon-why-choose-3.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-why-choose-3.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:25	6622/6622	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-19de%22	https://html.awaikenthemes.com/roast/images/icon-why-choose-4.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-why-choose-4.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:26	1829/1829	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-725%22	https://html.awaikenthemes.com/roast/images/icon-why-choose-5.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-why-choose-5.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:26	3666/3666	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-e52%22	https://html.awaikenthemes.com/roast/images/icon-why-choose-6.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-why-choose-6.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:26	6860/6860	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-1acc%22	https://html.awaikenthemes.com/roast/images/icon-intro-video-counter-1.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-intro-video-counter-1.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:26	2813/2813	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-afd%22	https://html.awaikenthemes.com/roast/images/icon-intro-video-counter-2.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-intro-video-counter-2.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:27	4657/4657	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-1231%22	https://html.awaikenthemes.com/roast/images/icon-intro-video-counter-3.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-intro-video-counter-3.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:27	4201/4201	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-1069%22	https://html.awaikenthemes.com/roast/images/icon-intro-video-counter-4.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-intro-video-counter-4.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:30	23440/23440	---M--	200	added ('OK')	image/png	etag:%2267c69b39-5b90%22	https://html.awaikenthemes.com/roast/images/pricing-menu-1.png	C:/website/learn/html.awaikenthemes.com/roast/images/pricing-menu-1.png	(from https://html.awaikenthemes.com/roast/index.html)
11:00:31	19559/19559	---M--	200	added ('OK')	image/png	etag:%2267c69b39-4c67%22	https://html.awaikenthemes.com/roast/images/pricing-menu-2.png	C:/website/learn/html.awaikenthemes.com/roast/images/pricing-menu-2.png	(from https://html.awaikenthemes.com/roast/index.html)
11:00:32	16777/16777	---M--	200	added ('OK')	image/png	etag:%2267c69b39-4189%22	https://html.awaikenthemes.com/roast/images/pricing-menu-3.png	C:/website/learn/html.awaikenthemes.com/roast/images/pricing-menu-3.png	(from https://html.awaikenthemes.com/roast/index.html)
11:00:32	19167/19167	---M--	200	added ('OK')	image/png	etag:%2267c69b39-4adf%22	https://html.awaikenthemes.com/roast/images/pricing-menu-4.png	C:/website/learn/html.awaikenthemes.com/roast/images/pricing-menu-4.png	(from https://html.awaikenthemes.com/roast/index.html)
11:00:33	182530/182530	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-2c902%22	https://html.awaikenthemes.com/roast/images/pricing-tab-image-1.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/pricing-tab-image-1.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:34	154393/154393	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-25b19%22	https://html.awaikenthemes.com/roast/images/pricing-tab-image-3.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/pricing-tab-image-3.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:34	151623/151623	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-25047%22	https://html.awaikenthemes.com/roast/images/pricing-tab-image-4.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/pricing-tab-image-4.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:34	157283/157283	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-26663%22	https://html.awaikenthemes.com/roast/images/pricing-tab-image-2.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/pricing-tab-image-2.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:36	200491/200491	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-30f2b%22	https://html.awaikenthemes.com/roast/images/interactive-process-image-1.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/interactive-process-image-1.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:36	146683/146683	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-23cfb%22	https://html.awaikenthemes.com/roast/images/interactive-process-image-3.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/interactive-process-image-3.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:37	196731/196731	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-3007b%22	https://html.awaikenthemes.com/roast/images/interactive-process-image-4.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/interactive-process-image-4.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:37	23725/23725	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-5cad%22	https://html.awaikenthemes.com/roast/images/offer-circle-image-1.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/offer-circle-image-1.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:37	37730/37730	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-9362%22	https://html.awaikenthemes.com/roast/images/offer-circle-image-2.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/offer-circle-image-2.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:37	11684/11684	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-2da4%22	https://html.awaikenthemes.com/roast/images/author-signature.svg	C:/website/learn/html.awaikenthemes.com/roast/images/author-signature.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:37	76057/76057	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-12919%22	https://html.awaikenthemes.com/roast/images/offer-image.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/offer-image.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:37	325619/325619	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-4f7f3%22	https://html.awaikenthemes.com/roast/images/interactive-process-image-2.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/interactive-process-image-2.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:37	726/726	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-2d6%22	https://html.awaikenthemes.com/roast/images/icon-phone-accent.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-phone-accent.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:38	801/801	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-321%22	https://html.awaikenthemes.com/roast/images/icon-location-accent.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-location-accent.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:38	110033/110033	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-1add1%22	https://html.awaikenthemes.com/roast/images/about-restaurant-img.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/about-restaurant-img.jpg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:38	257/257	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-101%22	https://html.awaikenthemes.com/roast/images/icon-clock-accent.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-clock-accent.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:38	6249/6249	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-1869%22	https://html.awaikenthemes.com/roast/images/footer-logo.svg	C:/website/learn/html.awaikenthemes.com/roast/images/footer-logo.svg	(from https://html.awaikenthemes.com/roast/index.html)
11:00:38	87532/87532	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-155ec%22	https://html.awaikenthemes.com/roast/js/jquery-3.7.1.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/jquery-3.7.1.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:39	60593/60593	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-ecb1%22	https://html.awaikenthemes.com/roast/js/bootstrap.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/bootstrap.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:39	7729/7729	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-1e31%22	https://html.awaikenthemes.com/roast/js/validator.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/validator.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:39	21205/21205	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-52d5%22	https://html.awaikenthemes.com/roast/js/jquery.slicknav.js	C:/website/learn/html.awaikenthemes.com/roast/js/jquery.slicknav.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:39	9028/9028	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-2344%22	https://html.awaikenthemes.com/roast/js/jquery.waypoints.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/jquery.waypoints.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:39	148437/148437	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-243d5%22	https://html.awaikenthemes.com/roast/js/swiper-bundle.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/swiper-bundle.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:40	1057/1057	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-421%22	https://html.awaikenthemes.com/roast/js/jquery.counterup.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/jquery.counterup.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:40	35456/35456	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-8a80%22	https://html.awaikenthemes.com/roast/js/isotope.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/isotope.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:40	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-4ef8%22	https://html.awaikenthemes.com/roast/js/jquery.magnific-popup.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/jquery.magnific-popup.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:41	23380/23380	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-5b54%22	https://html.awaikenthemes.com/roast/js/SmoothScroll.js	C:/website/learn/html.awaikenthemes.com/roast/js/SmoothScroll.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:41	2088/2088	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-828%22	https://html.awaikenthemes.com/roast/js/parallaxie.js	C:/website/learn/html.awaikenthemes.com/roast/js/parallaxie.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:42	63403/63403	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-f7ab%22	https://html.awaikenthemes.com/roast/js/gsap.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/gsap.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:42	3720/3720	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-e88%22	https://html.awaikenthemes.com/roast/js/magiccursor.js	C:/website/learn/html.awaikenthemes.com/roast/js/magiccursor.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:42	15524/15524	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-3ca4%22	https://html.awaikenthemes.com/roast/js/SplitText.js	C:/website/learn/html.awaikenthemes.com/roast/js/SplitText.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:42	16155/16155	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-3f1b%22	https://html.awaikenthemes.com/roast/js/ScrollTrigger.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/ScrollTrigger.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:43	64021/64021	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-fa15%22	https://html.awaikenthemes.com/roast/js/jquery.mb.YTPlayer.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/jquery.mb.YTPlayer.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:43	8157/8157	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-1fdd%22	https://html.awaikenthemes.com/roast/js/wow.min.js	C:/website/learn/html.awaikenthemes.com/roast/js/wow.min.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:43	9519/9519	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c69b39-252f%22	https://html.awaikenthemes.com/roast/js/function.js	C:/website/learn/html.awaikenthemes.com/roast/js/function.js	(from https://html.awaikenthemes.com/roast/index.html)
11:00:44	24488/24488	---M--	200	added ('OK')	font/woff2	etag:%2267c69b39-5fa8%22	https://html.awaikenthemes.com/roast/webfonts/fa-regular-400.woff2	C:/website/learn/html.awaikenthemes.com/roast/webfonts/fa-regular-400.woff2	(from https://html.awaikenthemes.com/roast/css/all.min.css)
11:00:45	63348/63348	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267c69b39-f774%22	https://html.awaikenthemes.com/roast/webfonts/fa-regular-400.ttf	C:/website/learn/html.awaikenthemes.com/roast/webfonts/fa-regular-400.ttf	(from https://html.awaikenthemes.com/roast/css/all.min.css)
11:00:45	189684/189684	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267c69b39-2e4f4%22	https://html.awaikenthemes.com/roast/webfonts/fa-brands-400.ttf	C:/website/learn/html.awaikenthemes.com/roast/webfonts/fa-brands-400.ttf	(from https://html.awaikenthemes.com/roast/css/all.min.css)
11:00:45	109808/109808	---M--	200	added ('OK')	font/woff2	etag:%2267c69b39-1acf0%22	https://html.awaikenthemes.com/roast/webfonts/fa-brands-400.woff2	C:/website/learn/html.awaikenthemes.com/roast/webfonts/fa-brands-400.woff2	(from https://html.awaikenthemes.com/roast/css/all.min.css)
11:00:45	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%2267c69b39-11d8%22	https://html.awaikenthemes.com/roast/webfonts/fa-v4compatibility.woff2	C:/website/learn/html.awaikenthemes.com/roast/webfonts/fa-v4compatibility.woff2	(from https://html.awaikenthemes.com/roast/css/all.min.css)
11:00:46	150020/150020	---M--	200	added ('OK')	font/woff2	etag:%2267c69b39-24a04%22	https://html.awaikenthemes.com/roast/webfonts/fa-solid-900.woff2	C:/website/learn/html.awaikenthemes.com/roast/webfonts/fa-solid-900.woff2	(from https://html.awaikenthemes.com/roast/css/all.min.css)
11:00:46	10172/10172	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267c69b39-27bc%22	https://html.awaikenthemes.com/roast/webfonts/fa-v4compatibility.ttf	C:/website/learn/html.awaikenthemes.com/roast/webfonts/fa-v4compatibility.ttf	(from https://html.awaikenthemes.com/roast/css/all.min.css)
11:00:46	2692/2692	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-a84%22	https://html.awaikenthemes.com/roast/images/icon-sub-heading.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-sub-heading.svg	(from https://html.awaikenthemes.com/roast/css/custom.css)
11:00:46	1438/1438	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2267c69b39-59e%22	https://html.awaikenthemes.com/roast/images/icon-coffee-beans.svg	C:/website/learn/html.awaikenthemes.com/roast/images/icon-coffee-beans.svg	(from https://html.awaikenthemes.com/roast/css/custom.css)
11:00:47	394668/394668	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2267c69b39-605ac%22	https://html.awaikenthemes.com/roast/webfonts/fa-solid-900.ttf	C:/website/learn/html.awaikenthemes.com/roast/webfonts/fa-solid-900.ttf	(from https://html.awaikenthemes.com/roast/css/all.min.css)
11:00:47	22894/22894	---M--	200	added ('OK')	image/png	etag:%2267c69b39-596e%22	https://html.awaikenthemes.com/roast/images/about-bg-image.png	C:/website/learn/html.awaikenthemes.com/roast/images/about-bg-image.png	(from https://html.awaikenthemes.com/roast/css/custom.css)
11:00:48	256732/256732	---M--	200	added ('OK')	image/jpeg	etag:%2267c69b39-3eadc%22	https://html.awaikenthemes.com/roast/images/hero-bg-2.jpg	C:/website/learn/html.awaikenthemes.com/roast/images/hero-bg-2.jpg	(from https://html.awaikenthemes.com/roast/css/custom.css)
